test_id;test_name;test_objective;test_start_date;test_end_date;lead_id;user_id;campaign_id;utm_source;utm_medium;test_group;assigned_at
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_c1c6c5baaaa4;user_225301;yandex_cpc_psycho_may2023;yandex;cpc;A;2023-05-01 14:33:46
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_04a71379a108;user_246235;partners_cpa_psycho_may2023;partners;cpa;A;2023-05-15 01:47:14
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_f77baea090a9;user_117475;telegram_ads_psycho_jan2023;telegram;ads;A;2023-01-14 13:39:47
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_5aa4846aac4d;user_239766;telegram_ads_psycho_may2023;telegram;ads;A;2023-05-04 11:15:33
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_8fb2a2fc9c87;user_119375;telegram_ads_psycho_jan2023;telegram;ads;B;2023-01-30 04:47:22
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_977d854af700;user_121323;telegram_channel_psycho_jan2023;telegram;channel;A;2023-01-24 07:21:33
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_3eb4b256de0c;user_155640;telegram_channel_psycho_jan2023;telegram;channel;B;2023-02-18 23:43:40
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_2b528bec6f0b;user_164076;influence_instagram_psycho_jan2023;influence;instagram;B;2023-02-06 09:45:40
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_c8b266607cd4;user_251223;partners_cpa_psycho_may2023;partners;cpa;A;2023-05-15 22:53:15
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_8586945e9b7d;user_119259;telegram_ads_psycho_jan2023;telegram;ads;B;2023-01-05 23:22:38
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_8cfe58d326df;user_140780;vk_ads_psycho_jan2023;vk;ads;B;2023-02-01 18:52:19
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_a9959e218b9b;user_217569;influence_instagram_psycho_apr2023;influence;instagram;A;2023-04-17 19:56:14
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_1d9eaf41e5a5;user_181676;influence_telegram_psycho_mar2023;influence;telegram;A;2023-03-18 13:57:11
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_003050058daa;user_134943;yandex_cpc_psycho_jan2023;yandex;cpc;A;2023-02-22 05:14:51
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_81fb94aecbef;user_252811;partners_affiliate_psycho_may2023;partners;affiliate;A;2023-05-07 08:07:44
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_afad2450a167;user_158871;telegram_channel_psycho_jan2023;telegram;channel;A;2023-02-25 09:20:32
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_f98d97b59697;user_234671;vk_ads_psycho_may2023;vk;ads;B;2023-05-09 10:36:23
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_837c6035f668;user_130844;yandex_cpc_psycho_jan2023;yandex;cpc;B;2023-02-07 22:38:27
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_2f9c66bcdd3f;user_131459;yandex_cpc_psycho_jan2023;yandex;cpc;A;2023-02-03 22:25:23
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_250985d6ffdb;user_132683;yandex_cpc_psycho_jan2023;yandex;cpc;A;2023-02-24 00:02:02
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_5f8b4a7a34f0;user_159591;telegram_channel_psycho_jan2023;telegram;channel;B;2023-02-10 18:09:01
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_c709b2bf7a61;user_125892;partners_cpa_psycho_jan2023;partners;cpa;A;2023-01-15 10:30:09
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_a586832269d1;user_101403;yandex_cpc_psycho_jan2023;yandex;cpc;A;2023-01-31 00:30:16
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_ff91f3efc052;user_157191;telegram_channel_psycho_jan2023;telegram;channel;A;2023-02-12 20:51:55
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_5e01ca2d2829;user_165602;partners_cpa_psycho_jan2023;partners;cpa;B;2023-02-15 02:37:47
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_9bd21176747b;user_213878;influence_telegram_psycho_apr2023;influence;telegram;A;2023-04-25 04:44:27
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_0dc27de80b48;user_167288;partners_affiliate_psycho_jan2023;partners;affiliate;B;2023-02-11 00:37:01
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_2b81bdc95db6;user_173194;vk_ads_psycho_mar2023;vk;ads;B;2023-03-23 16:20:29
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_5ae80965be02;user_113689;vk_retargeting_psycho_jan2023;vk;retargeting;A;2023-01-21 13:23:18
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_982a706d2ace;user_151720;telegram_channel_psycho_jan2023;telegram;channel;B;2023-02-17 02:52:12
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_456cad8b2539;user_101592;yandex_cpc_psycho_jan2023;yandex;cpc;A;2023-01-11 07:41:13
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_ba49e4791b4c;user_245411;influence_instagram_psycho_may2023;influence;instagram;B;2023-05-06 07:02:59
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_eeab845dc1a6;user_221998;partners_affiliate_psycho_apr2023;partners;affiliate;B;2023-04-07 10:40:36
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_08fcf0a54d10;user_191404;partners_cpa_psycho_mar2023;partners;cpa;B;2023-03-20 12:08:57
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_b7a1878f04ac;user_193217;partners_affiliate_psycho_mar2023;partners;affiliate;A;2023-03-16 08:11:06
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_8841284e8a61;user_246738;partners_cpa_psycho_may2023;partners;cpa;B;2023-05-20 13:39:31
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_79e174523566;user_188059;influence_instagram_psycho_mar2023;influence;instagram;A;2023-03-09 03:03:20
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_cbaedd71b6e8;user_124446;influence_instagram_psycho_jan2023;influence;instagram;A;2023-01-23 20:36:30
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_b072f3c22966;user_167859;partners_affiliate_psycho_jan2023;partners;affiliate;A;2023-02-20 07:31:02
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_9a81f584aba0;user_214336;influence_telegram_psycho_apr2023;influence;telegram;B;2023-04-20 21:31:29
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_f5339acbe4dd;user_227222;yandex_cpc_psycho_may2023;yandex;cpc;B;2023-05-02 00:24:28
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_ac4a168ef9b4;user_161654;influence_telegram_psycho_jan2023;influence;telegram;A;2023-02-11 06:39:15
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_a7c4adf61d9b;user_198791;yandex_cpc_psycho_apr2023;yandex;cpc;B;2023-04-16 04:44:10
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_397237abee0d;user_184119;influence_instagram_psycho_mar2023;influence;instagram;A;2023-03-14 06:46:59
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_a7f766c161b0;user_139857;yandex_direct_psycho_jan2023;yandex;direct;B;2023-02-13 07:20:01
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_66e75e307fe9;user_158832;telegram_channel_psycho_jan2023;telegram;channel;A;2023-02-15 12:19:11
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_187b4c0232f2;user_146975;vk_retargeting_psycho_jan2023;vk;retargeting;B;2023-02-12 12:13:22
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_c2dc46032819;user_169267;yandex_cpc_psycho_mar2023;yandex;cpc;A;2023-03-21 14:27:52
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_3dbf285e6447;user_243009;influence_telegram_psycho_may2023;influence;telegram;B;2023-05-14 22:30:54
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_b18e961b1fb6;user_224527;partners_affiliate_psycho_apr2023;partners;affiliate;A;2023-04-10 13:01:51
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_1acc3fc02773;user_173303;vk_ads_psycho_mar2023;vk;ads;A;2023-03-29 07:43:31
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_f2eca931ef60;user_233610;vk_ads_psycho_may2023;vk;ads;A;2023-05-17 13:30:45
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_b0a7660998f7;user_118908;telegram_ads_psycho_jan2023;telegram;ads;B;2023-01-09 05:18:51
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_97e59e7f08bf;user_123148;influence_telegram_psycho_jan2023;influence;telegram;B;2023-01-16 09:04:00
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_2d3c1390957f;user_203136;vk_ads_psycho_apr2023;vk;ads;A;2023-04-08 20:29:46
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_8c061163cba5;user_126274;partners_cpa_psycho_jan2023;partners;cpa;B;2023-01-17 11:43:49
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_c44d9cf0cbe3;user_247958;partners_cpa_psycho_may2023;partners;cpa;B;2023-05-11 07:14:25
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_25e0ae0a14fb;user_141855;vk_ads_psycho_jan2023;vk;ads;B;2023-02-21 21:45:17
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_4a730d5bab8f;user_248415;partners_cpa_psycho_may2023;partners;cpa;B;2023-05-10 13:43:07
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_728bc58416d5;user_247960;partners_cpa_psycho_may2023;partners;cpa;A;2023-05-05 19:38:50
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_e494283453ca;user_181260;influence_telegram_psycho_mar2023;influence;telegram;A;2023-03-11 19:55:31
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_947639b16d83;user_241167;telegram_channel_psycho_may2023;telegram;channel;B;2023-05-21 01:16:26
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_1516c5252cbd;user_239281;telegram_ads_psycho_may2023;telegram;ads;B;2023-05-07 01:31:46
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_4dcd64dde7d1;user_188717;influence_instagram_psycho_mar2023;influence;instagram;B;2023-03-21 13:48:14
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_4e94de958f9d;user_169466;yandex_cpc_psycho_mar2023;yandex;cpc;A;2023-03-08 05:46:18
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_847e9908722d;user_115401;vk_retargeting_psycho_jan2023;vk;retargeting;A;2023-01-26 10:10:54
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_a2e37abdec9a;user_201556;yandex_direct_psycho_apr2023;yandex;direct;B;2023-04-14 07:06:53
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_2d293f73d0b6;user_193571;partners_affiliate_psycho_mar2023;partners;affiliate;B;2023-03-14 11:34:29
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_76a7a207679b;user_113796;vk_retargeting_psycho_jan2023;vk;retargeting;B;2023-01-22 00:23:25
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_f0a49ec83ebf;user_165430;partners_cpa_psycho_jan2023;partners;cpa;B;2023-02-15 02:45:22
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_4b4283ec93e3;user_120194;telegram_channel_psycho_jan2023;telegram;channel;B;2023-01-06 21:17:59
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_d8a1e1d2269e;user_145610;vk_retargeting_psycho_jan2023;vk;retargeting;A;2023-02-24 16:46:00
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_babf5125cccd;user_217596;influence_instagram_psycho_apr2023;influence;instagram;A;2023-04-26 02:19:49
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_02064258e255;user_181718;influence_telegram_psycho_mar2023;influence;telegram;B;2023-03-21 15:26:03
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_36b44d8c630d;user_180752;influence_telegram_psycho_mar2023;influence;telegram;B;2023-03-19 18:41:56
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_462010ec8680;user_135744;yandex_cpc_psycho_jan2023;yandex;cpc;A;2023-02-27 01:10:55
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_19cb9d941a92;user_201263;yandex_direct_psycho_apr2023;yandex;direct;A;2023-04-15 15:56:25
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_cbf84de25bdf;user_218055;influence_instagram_psycho_apr2023;influence;instagram;B;2023-04-17 20:21:41
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_98bb8158fe18;user_147520;vk_retargeting_psycho_jan2023;vk;retargeting;A;2023-02-19 21:32:45
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_a3e61be48353;user_119340;telegram_ads_psycho_jan2023;telegram;ads;A;2023-01-25 17:34:25
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_42d21febcc9d;user_194762;partners_affiliate_psycho_mar2023;partners;affiliate;B;2023-03-08 16:24:45
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_d6366a316750;user_217809;influence_instagram_psycho_apr2023;influence;instagram;B;2023-04-25 00:38:03
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_361d2bb78d22;user_219995;influence_instagram_psycho_apr2023;influence;instagram;B;2023-04-16 18:49:24
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_7e4a5f7012d0;user_115115;vk_retargeting_psycho_jan2023;vk;retargeting;A;2023-01-02 11:14:14
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_65a886a3e436;user_225452;yandex_cpc_psycho_may2023;yandex;cpc;B;2023-05-21 20:50:35
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_a74b23ba9be8;user_163373;influence_instagram_psycho_jan2023;influence;instagram;A;2023-02-05 21:36:14
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_9869956623e3;user_178859;telegram_channel_psycho_mar2023;telegram;channel;A;2023-03-06 12:37:07
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_68886b9cf76e;user_196053;partners_affiliate_psycho_mar2023;partners;affiliate;B;2023-03-25 15:42:18
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_68e72940a704;user_142699;vk_ads_psycho_jan2023;vk;ads;B;2023-02-13 09:26:04
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_04a0862dac36;user_180153;telegram_channel_psycho_mar2023;telegram;channel;B;2023-03-09 22:17:08
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_aabe82164181;user_204960;vk_retargeting_psycho_apr2023;vk;retargeting;B;2023-04-08 15:43:42
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_71f4e644b537;user_125260;partners_cpa_psycho_jan2023;partners;cpa;B;2023-01-23 07:47:34
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_5e36615bc7d3;user_156758;telegram_channel_psycho_jan2023;telegram;channel;A;2023-02-27 21:43:53
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_dd0aa4c06925;user_165962;partners_cpa_psycho_jan2023;partners;cpa;A;2023-02-04 02:35:36
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_8be879a93803;user_217540;influence_instagram_psycho_apr2023;influence;instagram;A;2023-04-27 10:19:11
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_e9ca87b14359;user_218187;influence_instagram_psycho_apr2023;influence;instagram;A;2023-04-22 22:26:46
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_8b2c6faffebd;user_209138;telegram_ads_psycho_apr2023;telegram;ads;B;2023-04-02 10:11:09
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_53ce5639a88c;user_116533;vk_retargeting_psycho_jan2023;vk;retargeting;A;2023-01-10 10:30:11
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_fec8d0d5a5e7;user_167229;partners_affiliate_psycho_jan2023;partners;affiliate;B;2023-02-20 00:43:03
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_6f8aba58b223;user_167863;partners_affiliate_psycho_jan2023;partners;affiliate;B;2023-02-02 05:08:19
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_2f06e8517644;user_223615;partners_affiliate_psycho_apr2023;partners;affiliate;B;2023-04-27 12:28:56
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_7530eaa17b3b;user_180391;telegram_channel_psycho_mar2023;telegram;channel;B;2023-03-08 18:07:17
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_29ea60714191;user_177275;telegram_ads_psycho_mar2023;telegram;ads;B;2023-03-07 16:45:59
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_2a70dface050;user_122698;influence_telegram_psycho_jan2023;influence;telegram;A;2023-01-24 22:40:54
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_9ed47694b321;user_162282;influence_telegram_psycho_jan2023;influence;telegram;A;2023-02-17 21:11:10
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_3912641ccc7c;user_184063;influence_instagram_psycho_mar2023;influence;instagram;B;2023-03-18 13:23:44
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_40a40ad1798e;user_253091;partners_affiliate_psycho_may2023;partners;affiliate;A;2023-05-03 18:28:02
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_cfe2450610af;user_235328;vk_ads_psycho_may2023;vk;ads;A;2023-05-07 03:12:56
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_3600010ad69f;user_204364;vk_retargeting_psycho_apr2023;vk;retargeting;B;2023-04-20 11:41:57
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_6799939a222c;user_240744;telegram_channel_psycho_may2023;telegram;channel;A;2023-05-24 17:50:14
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_1c47b5b3003a;user_248100;partners_cpa_psycho_may2023;partners;cpa;B;2023-05-18 07:57:26
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_76bfc811d5b9;user_234780;vk_ads_psycho_may2023;vk;ads;B;2023-05-05 16:35:08
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_81b02bf3271e;user_200861;yandex_direct_psycho_apr2023;yandex;direct;B;2023-04-02 13:33:56
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_f368f03600b2;user_196412;partners_affiliate_psycho_mar2023;partners;affiliate;A;2023-03-12 10:34:36
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_526ecb8a2b91;user_124468;influence_instagram_psycho_jan2023;influence;instagram;A;2023-01-21 17:44:48
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_c8b68d8dc824;user_154786;telegram_channel_psycho_jan2023;telegram;channel;B;2023-02-10 04:41:35
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_34fab02b00b3;user_198572;yandex_cpc_psycho_apr2023;yandex;cpc;A;2023-04-27 22:51:41
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_cfff763bab73;user_130824;yandex_cpc_psycho_jan2023;yandex;cpc;B;2023-02-27 09:49:07
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_5c5cdc2936e4;user_202705;vk_ads_psycho_apr2023;vk;ads;B;2023-04-27 01:00:53
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_dad11d0fc078;user_251859;partners_affiliate_psycho_may2023;partners;affiliate;B;2023-05-08 11:38:50
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_2d08523a2cf3;user_198653;yandex_cpc_psycho_apr2023;yandex;cpc;A;2023-04-14 05:24:27
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_382b8ee79efa;user_184103;influence_instagram_psycho_mar2023;influence;instagram;A;2023-03-29 17:11:52
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_7fe0b2fb90a2;user_245700;influence_instagram_psycho_may2023;influence;instagram;B;2023-05-29 10:59:37
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_0455abd87f08;user_225654;yandex_cpc_psycho_may2023;yandex;cpc;A;2023-05-06 00:28:06
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_b8f6935b5d9a;user_235429;vk_ads_psycho_may2023;vk;ads;A;2023-05-04 19:20:02
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_8feb8a689054;user_223936;partners_affiliate_psycho_apr2023;partners;affiliate;B;2023-04-08 08:37:08
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_26ef726291e6;user_213507;influence_telegram_psycho_apr2023;influence;telegram;B;2023-04-03 02:15:01
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_4de63a6d4f9f;user_208179;telegram_ads_psycho_apr2023;telegram;ads;B;2023-04-07 16:56:41
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_278775db6212;user_104413;yandex_cpc_psycho_jan2023;yandex;cpc;B;2023-01-13 05:06:36
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_1c4e3ebee983;user_245601;influence_instagram_psycho_may2023;influence;instagram;A;2023-05-24 19:03:22
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_f86d5e0fe826;user_186623;influence_instagram_psycho_mar2023;influence;instagram;B;2023-03-13 18:18:24
