sale_id;lead_id;user_id;campaign_id;product_name;amount;sale_date
sale_e6b0d00af4ec;lead_0b0d62de10ff;user_127175;partners_cpa_psycho_jan2023;Детско-родительские отношения;37267;2023-01-26 10:21:49
sale_09cdf6164b72;lead_2561e614c96f;user_127179;partners_cpa_psycho_jan2023;Эмоциональный интеллект;43584;2023-01-27 14:46:57
sale_24f8575c9088;lead_20579b3fb059;user_127235;partners_cpa_psycho_jan2023;Детско-родительские отношения;35508;2023-01-28 10:27:41
sale_6ebd22a91820;lead_12d5e453a4b0;user_127260;partners_cpa_psycho_jan2023;Детско-родительские отношения;30945;2023-01-12 11:43:27
sale_f737e5e44c9d;lead_f83ed1c0e25e;user_127299;partners_cpa_psycho_jan2023;Профессиональное выгорание;29740;2023-01-15 21:08:04
sale_8530c72f0ceb;lead_088d39f7fb5f;user_127374;partners_cpa_psycho_jan2023;Осознанность и медитация;26637;2023-02-06 07:17:10
sale_06ce09f9f547;lead_a3a312022947;user_127393;partners_cpa_psycho_jan2023;Детско-родительские отношения;45885;2023-01-16 23:09:33
sale_5227b0f0ece8;lead_2c5c60be3c3d;user_127436;partners_cpa_psycho_jan2023;Эмоциональный интеллект;39173;2023-02-08 23:45:57
sale_ecbe11f99661;lead_dd4fcbd6b9b4;user_127444;partners_cpa_psycho_jan2023;Эмоциональный интеллект;20651;2023-01-31 09:01:47
sale_21f278e10e28;lead_d40575e3b27e;user_127452;partners_cpa_psycho_jan2023;Детско-родительские отношения;29049;2023-02-06 22:46:46
sale_dafe16f4f292;lead_7d652b82802d;user_127464;partners_cpa_psycho_jan2023;Осознанность и медитация;27413;2023-02-01 15:46:05
sale_88bbfa70ca6e;lead_5512c2b6bb07;user_127472;partners_cpa_psycho_jan2023;Осознанность и медитация;29222;2023-01-20 12:06:58
sale_c435f850dc92;lead_037010d1c1f8;user_127487;partners_cpa_psycho_jan2023;Осознанность и медитация;29074;2023-01-28 10:35:28
sale_bc6b7f73e9ef;lead_7e3b8475e31d;user_127524;partners_cpa_psycho_jan2023;Детско-родительские отношения;47209;2023-01-16 05:48:31
sale_c17a6ff8580a;lead_9f43e450ea07;user_127559;partners_cpa_psycho_jan2023;Осознанность и медитация;18217;2023-01-19 03:50:35
sale_b3b2d46c61e9;lead_92b76eedf695;user_127585;partners_cpa_psycho_jan2023;Осознанность и медитация;20274;2023-01-31 23:20:05
sale_c8eafe12441d;lead_4d839c58be63;user_127616;partners_cpa_psycho_jan2023;Профессиональное выгорание;18691;2023-01-10 02:26:13
sale_9713dee0fbbf;lead_d6929965b101;user_127627;partners_cpa_psycho_jan2023;Профессиональное выгорание;33106;2023-02-04 23:15:10
sale_68724888e367;lead_74d1a5936cce;user_127631;partners_cpa_psycho_jan2023;Детско-родительские отношения;30407;2023-01-11 21:06:32
sale_dff6a3249f66;lead_bf76f9429edd;user_127643;partners_cpa_psycho_jan2023;Профессиональное выгорание;18943;2023-02-04 18:51:30
sale_1aa2b970a02e;lead_68bee8317be8;user_127679;partners_cpa_psycho_jan2023;Детско-родительские отношения;29060;2023-02-05 01:33:14
sale_ee93a795444f;lead_3f4ed88108f2;user_127697;partners_cpa_psycho_jan2023;Детско-родительские отношения;34299;2023-01-28 10:04:30
sale_e54e56730217;lead_96ebcd21b294;user_127757;partners_cpa_psycho_jan2023;Детско-родительские отношения;39359;2023-01-16 20:37:20
sale_afaeecc3f759;lead_c7968e57eca9;user_127774;partners_cpa_psycho_jan2023;Эмоциональный интеллект;35601;2023-01-27 06:07:46
sale_b25d7b609afc;lead_a169686031aa;user_127790;partners_cpa_psycho_jan2023;Осознанность и медитация;26494;2023-01-17 23:23:36
sale_6a3b7b0c08bc;lead_451a07e42672;user_127872;partners_cpa_psycho_jan2023;Профессиональное выгорание;20268;2023-01-12 13:59:13
sale_ebf93d744c1f;lead_2c9d4d82c07a;user_127956;partners_cpa_psycho_jan2023;Профессиональное выгорание;21580;2023-01-21 02:56:48
sale_45ce629d7971;lead_d64317214244;user_127967;partners_cpa_psycho_jan2023;Эмоциональный интеллект;27647;2023-01-25 08:48:27
sale_29e178b1e608;lead_9f48c8bcf6f6;user_128018;partners_cpa_psycho_jan2023;Эмоциональный интеллект;26920;2023-01-20 02:33:32
sale_d9b175784075;lead_5e4d10128586;user_128024;partners_cpa_psycho_jan2023;Профессиональное выгорание;33932;2023-02-04 22:58:28
sale_bf6a7eeb832e;lead_6c68377121a2;user_128142;partners_cpa_psycho_jan2023;Детско-родительские отношения;38407;2023-02-05 14:25:03
sale_e4b8f6bf20a0;lead_c24ff93cfecf;user_128163;partners_cpa_psycho_jan2023;Осознанность и медитация;23867;2023-01-18 10:22:46
sale_19ed33451142;lead_1dad3605b6e9;user_128186;partners_cpa_psycho_jan2023;Эмоциональный интеллект;39088;2023-01-14 07:14:54
sale_7e935de252ba;lead_ce59285d8d4f;user_128202;partners_cpa_psycho_jan2023;Осознанность и медитация;15399;2023-01-12 04:15:44
sale_7d1454110910;lead_89410a85f505;user_128228;partners_cpa_psycho_jan2023;Профессиональное выгорание;20810;2023-01-13 07:22:04
sale_a4192831e7ba;lead_757c36a345a2;user_128266;partners_cpa_psycho_jan2023;Осознанность и медитация;16990;2023-01-20 15:48:07
sale_0f78e3f90152;lead_b1befa0444b0;user_128267;partners_cpa_psycho_jan2023;Детско-родительские отношения;43480;2023-02-09 09:32:37
sale_dba01f02f11f;lead_4031f845229a;user_128298;partners_cpa_psycho_jan2023;Детско-родительские отношения;28169;2023-01-31 14:44:03
sale_e1c383e8a014;lead_e8f6fbf04169;user_128308;partners_cpa_psycho_jan2023;Эмоциональный интеллект;37180;2023-01-12 17:38:45
sale_774a86168d95;lead_39aec2f03298;user_128368;partners_cpa_psycho_jan2023;Эмоциональный интеллект;23914;2023-01-12 11:19:34
sale_5b71e2da4f2c;lead_8cc2c7568b4b;user_128386;partners_cpa_psycho_jan2023;Эмоциональный интеллект;41746;2023-01-25 11:11:44
sale_c15f6b5538d6;lead_664567053118;user_128405;partners_cpa_psycho_jan2023;Профессиональное выгорание;22478;2023-01-22 23:47:05
sale_80db2fcf5fb5;lead_e08c8bd1ac71;user_128409;partners_cpa_psycho_jan2023;Детско-родительские отношения;37789;2023-02-05 12:27:57
sale_10d9ce261de9;lead_27760920ca0a;user_128425;partners_cpa_psycho_jan2023;Детско-родительские отношения;45807;2023-01-18 16:35:55
sale_dc5f3d38c5ae;lead_4dd1bbdd1fe8;user_128426;partners_cpa_psycho_jan2023;Эмоциональный интеллект;34489;2023-01-31 09:45:22
sale_655bb207ef58;lead_c3d4685a6ffb;user_128429;partners_cpa_psycho_jan2023;Эмоциональный интеллект;25474;2023-01-28 09:58:54
sale_663d8dcc6326;lead_be148d661809;user_128431;partners_cpa_psycho_jan2023;Осознанность и медитация;19780;2023-01-23 03:27:34
sale_92da508880c7;lead_dbd49e38cb42;user_128440;partners_cpa_psycho_jan2023;Эмоциональный интеллект;20043;2023-02-06 18:54:00
sale_3916cf62442a;lead_aedd29c7c223;user_128476;partners_cpa_psycho_jan2023;Осознанность и медитация;26177;2023-01-12 11:45:57
sale_44ae513f3c88;lead_95e10e337252;user_128507;partners_cpa_psycho_jan2023;Профессиональное выгорание;35115;2023-01-15 03:32:57
sale_c71782a15041;lead_2a86d725774a;user_128512;partners_cpa_psycho_jan2023;Детско-родительские отношения;33662;2023-01-12 11:33:16
sale_ef7ae47539a0;lead_d07f388457d9;user_128516;partners_cpa_psycho_jan2023;Детско-родительские отношения;35445;2023-02-06 18:49:33
sale_5d8064a337ac;lead_cf2f8ee7418b;user_128538;partners_cpa_psycho_jan2023;Профессиональное выгорание;31947;2023-01-22 18:18:29
sale_40a818cf83d1;lead_bf58fcb477ad;user_128544;partners_cpa_psycho_jan2023;Детско-родительские отношения;48897;2023-02-03 00:33:09
sale_680fe780f14e;lead_931cab482b85;user_128569;partners_cpa_psycho_jan2023;Профессиональное выгорание;23412;2023-02-02 20:37:09
sale_507c5ef14dd9;lead_03608b66a217;user_128590;partners_cpa_psycho_jan2023;Эмоциональный интеллект;28611;2023-02-08 06:49:49
sale_c786ec5bc9a3;lead_ef72a9469d06;user_128633;partners_cpa_psycho_jan2023;Детско-родительские отношения;31954;2023-01-27 21:22:22
sale_1661ae37db51;lead_5d3dcd677af8;user_128659;partners_cpa_psycho_jan2023;Осознанность и медитация;27822;2023-01-24 16:08:59
sale_0eaafe6597d5;lead_e9030c1cb6fa;user_128706;partners_cpa_psycho_jan2023;Детско-родительские отношения;30207;2023-01-23 11:25:25
sale_1173c1fab946;lead_d43d043356b9;user_128758;partners_cpa_psycho_jan2023;Профессиональное выгорание;36319;2023-01-25 10:34:40
sale_92af76d2a578;lead_421efd5fcc41;user_128803;partners_cpa_psycho_jan2023;Осознанность и медитация;20101;2023-02-12 12:51:08
sale_e00abe939914;lead_65db72a30f0e;user_128841;partners_cpa_psycho_jan2023;Профессиональное выгорание;20181;2023-01-28 23:32:20
sale_2562a53afa85;lead_0e3192b2caa5;user_128846;partners_cpa_psycho_jan2023;Детско-родительские отношения;47179;2023-01-23 18:37:19
sale_636d9a228b63;lead_de7082f0e12f;user_128899;partners_cpa_psycho_jan2023;Эмоциональный интеллект;38453;2023-01-25 12:54:39
sale_e632450e7d4b;lead_a1053dafee26;user_128907;partners_cpa_psycho_jan2023;Профессиональное выгорание;32361;2023-01-14 23:33:21
sale_7a7df07899b8;lead_a0aa6e4c0a97;user_128920;partners_affiliate_psycho_jan2023;Эмоциональный интеллект;31887;2023-01-15 01:06:26
sale_4a57c7579c9f;lead_e42b6ce45057;user_128922;partners_affiliate_psycho_jan2023;Эмоциональный интеллект;26583;2023-01-22 23:40:05
sale_02c1bb1ac737;lead_e61182e456a6;user_128931;partners_affiliate_psycho_jan2023;Эмоциональный интеллект;24615;2023-01-26 20:17:38
sale_9e9cc14a2235;lead_95887b682761;user_128938;partners_affiliate_psycho_jan2023;Осознанность и медитация;23133;2023-01-27 12:08:38
sale_426cd5634f6c;lead_de93bcc46c96;user_128970;partners_affiliate_psycho_jan2023;Детско-родительские отношения;46299;2023-01-27 07:40:12
sale_c97cd2895151;lead_77f5c843a850;user_128998;partners_affiliate_psycho_jan2023;Осознанность и медитация;23054;2023-02-07 01:21:36
sale_4e94c620418a;lead_9a208fc161cf;user_129051;partners_affiliate_psycho_jan2023;Осознанность и медитация;26304;2023-01-19 12:10:04
sale_bded3c2c98fa;lead_c92d5da371dd;user_129112;partners_affiliate_psycho_jan2023;Эмоциональный интеллект;43270;2023-01-16 19:16:23
sale_b5cd5b679ede;lead_a286b1e67fd3;user_129114;partners_affiliate_psycho_jan2023;Эмоциональный интеллект;35322;2023-02-08 11:38:17
sale_5a0ffcc9e552;lead_a117609ccdbc;user_129117;partners_affiliate_psycho_jan2023;Эмоциональный интеллект;41007;2023-01-21 19:30:06
sale_d4cea0ddfc5e;lead_dc3e3dd58a5e;user_129123;partners_affiliate_psycho_jan2023;Детско-родительские отношения;30613;2023-01-15 08:30:26
sale_50992cb94bbc;lead_43b89def42e4;user_129153;partners_affiliate_psycho_jan2023;Профессиональное выгорание;39901;2023-01-25 11:47:24
sale_03719e98d645;lead_2a3e8d416ae7;user_129166;partners_affiliate_psycho_jan2023;Детско-родительские отношения;33901;2023-01-08 15:38:38
sale_f8af01c00236;lead_61a9106c0c36;user_129183;partners_affiliate_psycho_jan2023;Детско-родительские отношения;34173;2023-02-02 21:36:28
sale_78be1e8b6d46;lead_155b71bc0eb0;user_129214;partners_affiliate_psycho_jan2023;Детско-родительские отношения;26652;2023-01-22 21:40:53
sale_216ce2dad7d5;lead_7aeed632c168;user_129216;partners_affiliate_psycho_jan2023;Детско-родительские отношения;40874;2023-02-09 19:59:24
sale_0fc686403687;lead_07f37dec3b59;user_129236;partners_affiliate_psycho_jan2023;Профессиональное выгорание;22137;2023-01-10 15:48:35
sale_04294a430f48;lead_17dd38eff2ea;user_129291;partners_affiliate_psycho_jan2023;Осознанность и медитация;12822;2023-01-26 23:44:01
sale_6ffc6488dc5a;lead_0c725627604f;user_129319;partners_affiliate_psycho_jan2023;Осознанность и медитация;14443;2023-01-29 18:31:59
sale_cb05dea33dec;lead_a64328b3541b;user_129320;partners_affiliate_psycho_jan2023;Эмоциональный интеллект;30590;2023-01-12 20:28:48
sale_ffe589bd60e9;lead_bc311b03076b;user_129322;partners_affiliate_psycho_jan2023;Детско-родительские отношения;40474;2023-01-02 10:49:13
sale_9140e97e239a;lead_eddbb13cb75a;user_129337;partners_affiliate_psycho_jan2023;Профессиональное выгорание;35224;2023-01-10 21:44:16
sale_0a5966936cf5;lead_32c8de4259d4;user_129348;partners_affiliate_psycho_jan2023;Детско-родительские отношения;46946;2023-01-24 01:04:13
sale_0b90b6e15ecb;lead_7593b56a46d1;user_129392;partners_affiliate_psycho_jan2023;Осознанность и медитация;23776;2023-01-22 19:08:19
sale_d901646d28e4;lead_08b352caedea;user_129440;partners_affiliate_psycho_jan2023;Детско-родительские отношения;33608;2023-01-30 19:07:10
sale_f3acd9334c90;lead_f90257e21f16;user_129459;partners_affiliate_psycho_jan2023;Детско-родительские отношения;40560;2023-01-16 17:12:19
sale_a332406d311b;lead_8c1c8f1883ea;user_129569;partners_affiliate_psycho_jan2023;Профессиональное выгорание;18621;2023-02-05 10:35:37
sale_01457d3d05b5;lead_342483c7db51;user_129625;partners_affiliate_psycho_jan2023;Профессиональное выгорание;31950;2023-02-01 15:38:22
sale_b6c9f2f1c3e7;lead_2648268ca199;user_129632;partners_affiliate_psycho_jan2023;Эмоциональный интеллект;26196;2023-01-27 09:29:36
sale_0a740302d8d8;lead_2b88f9b45cfd;user_129690;partners_affiliate_psycho_jan2023;Детско-родительские отношения;33017;2023-01-07 14:49:37
sale_27a9d1cefed2;lead_3a8b067cebe7;user_129704;partners_affiliate_psycho_jan2023;Детско-родительские отношения;43043;2023-02-04 05:13:18
sale_f22bcb49c5d5;lead_110169c685d0;user_129707;partners_affiliate_psycho_jan2023;Профессиональное выгорание;34998;2023-01-16 03:19:43
sale_6d079cb761fe;lead_643405019a56;user_129754;partners_affiliate_psycho_jan2023;Профессиональное выгорание;19812;2023-02-05 06:07:42
sale_418fc51e4a23;lead_fae87450159e;user_129767;partners_affiliate_psycho_jan2023;Детско-родительские отношения;37724;2023-01-14 23:16:31
sale_4836d87e4b6f;lead_9da774013cd2;user_129772;partners_affiliate_psycho_jan2023;Эмоциональный интеллект;25975;2023-01-28 00:51:02
sale_86119a361603;lead_51e16231ef2b;user_129817;partners_affiliate_psycho_jan2023;Детско-родительские отношения;43139;2023-02-06 01:08:24
sale_3e7e7be244e0;lead_9ae6129e18e6;user_129819;partners_affiliate_psycho_jan2023;Профессиональное выгорание;24324;2023-02-03 04:47:31
sale_abb656ec5345;lead_10c885c87922;user_129824;partners_affiliate_psycho_jan2023;Осознанность и медитация;16449;2023-01-16 01:58:58
sale_d2aabe77a598;lead_3361edf00e15;user_129901;partners_affiliate_psycho_jan2023;Эмоциональный интеллект;28156;2023-02-02 15:18:07
sale_f2412ac742e5;lead_bdf9c3ed282c;user_129940;partners_affiliate_psycho_jan2023;Профессиональное выгорание;32505;2023-02-04 04:46:08
sale_c2b95905aa84;lead_a417c76ad9f6;user_129951;partners_affiliate_psycho_jan2023;Детско-родительские отношения;32817;2023-01-21 04:15:49
sale_15edc571b557;lead_ed41da19092d;user_129955;partners_affiliate_psycho_jan2023;Осознанность и медитация;24961;2023-01-11 19:23:51
sale_302e0453c3c9;lead_de47c7f654a5;user_129962;partners_affiliate_psycho_jan2023;Детско-родительские отношения;26436;2023-01-18 03:11:52
sale_1d9b970c3c7b;lead_205b2e0a11f4;user_129963;partners_affiliate_psycho_jan2023;Детско-родительские отношения;44380;2023-01-26 05:46:23
sale_e588ff51b527;lead_e1df3d8718ed;user_129991;partners_affiliate_psycho_jan2023;Детско-родительские отношения;33606;2023-01-11 08:30:46
sale_966055299a11;lead_9fb92a0ab7be;user_130004;partners_affiliate_psycho_jan2023;Профессиональное выгорание;24866;2023-01-13 00:02:33
sale_f7ad2210466b;lead_bffb308ac91f;user_130021;partners_affiliate_psycho_jan2023;Осознанность и медитация;15433;2023-02-04 02:44:33
sale_3ad79a05590a;lead_2c9cbee8677f;user_130040;partners_affiliate_psycho_jan2023;Эмоциональный интеллект;41094;2023-01-18 07:05:34
sale_abd49028cfd4;lead_a05a66d60785;user_130048;partners_affiliate_psycho_jan2023;Эмоциональный интеллект;31836;2023-01-29 17:25:33
sale_19bb618bbaab;lead_41530bc1dfa7;user_130058;partners_affiliate_psycho_jan2023;Эмоциональный интеллект;27970;2023-01-30 09:19:19
sale_49f2a82ddbbd;lead_242f85454350;user_130139;partners_affiliate_psycho_jan2023;Профессиональное выгорание;27978;2023-01-11 23:50:39
sale_4ba6fb0e0095;lead_12f064f6171f;user_130149;partners_affiliate_psycho_jan2023;Детско-родительские отношения;35434;2023-01-22 09:48:03
sale_b8961b100b49;lead_28ddb2ad6b23;user_130154;partners_affiliate_psycho_jan2023;Детско-родительские отношения;28888;2023-01-29 00:14:16
sale_24ed321a3996;lead_5bb98e739bac;user_130162;partners_affiliate_psycho_jan2023;Осознанность и медитация;26420;2023-01-23 20:37:37
sale_4f3a29b2531f;lead_952404e79e28;user_130341;partners_affiliate_psycho_jan2023;Детско-родительские отношения;34415;2023-01-22 14:52:54
sale_a833802c2f6b;lead_841b668020a1;user_130365;partners_affiliate_psycho_jan2023;Детско-родительские отношения;28808;2023-02-01 09:06:08
sale_d7ee81b74271;lead_0b2a8ac9f4d6;user_130366;partners_affiliate_psycho_jan2023;Эмоциональный интеллект;37543;2023-01-15 22:41:54
sale_09d1f6962381;lead_813dc093720c;user_130383;partners_affiliate_psycho_jan2023;Осознанность и медитация;23835;2023-01-10 21:38:02
sale_3b53ba7999c1;lead_38fa3878d580;user_130395;partners_affiliate_psycho_jan2023;Профессиональное выгорание;20263;2023-01-26 22:58:50
sale_57da871034c5;lead_8ab4ec38f7be;user_130401;partners_affiliate_psycho_jan2023;Профессиональное выгорание;39885;2023-02-02 11:37:20
sale_aec6586a53b8;lead_b129bfcd9187;user_130464;partners_affiliate_psycho_jan2023;Профессиональное выгорание;20729;2023-01-14 05:01:26
sale_1f3da0b4f07f;lead_1e64144b6a5b;user_130473;partners_affiliate_psycho_jan2023;Детско-родительские отношения;48911;2023-02-09 20:48:36
sale_27c9cb4720f4;lead_300072575f62;user_130516;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;18578;2023-03-08 15:35:29
sale_6b6ab4f355db;lead_3ea511f88c39;user_130546;yandex_cpc_psycho_jan2023;Профессиональное выгорание;34954;2023-03-06 12:35:45
sale_18ef0e262c23;lead_5a4d855a8315;user_130558;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;26544;2023-03-04 23:44:35
sale_adab0fa73828;lead_fab75c29a1de;user_130575;yandex_cpc_psycho_jan2023;Детско-родительские отношения;28429;2023-02-22 08:06:55
sale_a5f67d803429;lead_0835c67e75b8;user_130653;yandex_cpc_psycho_jan2023;Эмоциональный интеллект;34263;2023-02-02 16:21:31
sale_beb936e22e34;lead_417a4254891f;user_130734;yandex_cpc_psycho_jan2023;Детско-родительские отношения;39235;2023-02-19 05:03:53
sale_7e5a18ba2f4b;lead_08053f23a6b7;user_130739;yandex_cpc_psycho_jan2023;Детско-родительские отношения;38963;2023-02-16 12:49:34
sale_81dec8299ef9;lead_2eb27d1dfaac;user_130836;yandex_cpc_psycho_jan2023;Профессиональное выгорание;24561;2023-02-13 03:48:32
sale_20656b12a370;lead_c5cb733d2758;user_130846;yandex_cpc_psycho_jan2023;Эмоциональный интеллект;44930;2023-03-07 08:07:58
sale_7b97c03ca9f1;lead_7a60bdc50206;user_130911;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;23772;2023-03-06 19:15:51
sale_56163db4dd30;lead_b8ae2d0b9965;user_130934;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;21241;2023-02-10 05:45:13
sale_73729061974b;lead_2df8c00f3d9c;user_130957;yandex_cpc_psycho_jan2023;Профессиональное выгорание;23667;2023-02-26 14:50:14
sale_ec22651125ae;lead_30cf40443da0;user_130963;yandex_cpc_psycho_jan2023;Профессиональное выгорание;20108;2023-02-20 15:46:45
sale_fd3e0f48e3e2;lead_39038994ea08;user_130982;yandex_cpc_psycho_jan2023;Профессиональное выгорание;37473;2023-03-09 03:08:43
sale_40e724fe0353;lead_3e60d2584976;user_130989;yandex_cpc_psycho_jan2023;Детско-родительские отношения;48467;2023-03-03 09:57:18
sale_761ea3dc2025;lead_f4d287e340f1;user_130999;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;19541;2023-03-07 01:12:10
sale_9d8656bb4eab;lead_5692ababcc68;user_131029;yandex_cpc_psycho_jan2023;Детско-родительские отношения;29949;2023-02-15 09:15:41
sale_a4e0754b6489;lead_827610f9c341;user_131068;yandex_cpc_psycho_jan2023;Профессиональное выгорание;25923;2023-02-11 20:25:09
sale_bf9c36623f66;lead_bd47828c9e07;user_131102;yandex_cpc_psycho_jan2023;Детско-родительские отношения;47742;2023-02-25 15:56:06
sale_da0eb612b8c7;lead_d9477b1edd66;user_131173;yandex_cpc_psycho_jan2023;Эмоциональный интеллект;29808;2023-02-20 21:59:51
sale_1866ebfb10bd;lead_8f147894f247;user_131214;yandex_cpc_psycho_jan2023;Профессиональное выгорание;27354;2023-02-24 14:15:51
sale_0226253c8ac7;lead_675c37946885;user_131224;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;29301;2023-02-28 21:04:57
sale_62ce8363b97d;lead_f987fc5688b0;user_131246;yandex_cpc_psycho_jan2023;Эмоциональный интеллект;40145;2023-02-19 04:03:59
sale_4d3e3aaeb32c;lead_014677d15c1e;user_131252;yandex_cpc_psycho_jan2023;Детско-родительские отношения;31214;2023-02-16 01:50:14
sale_4ce05f499bcf;lead_3492c163ba46;user_131351;yandex_cpc_psycho_jan2023;Профессиональное выгорание;20453;2023-02-27 12:22:00
sale_24eb363e36f7;lead_c28b73466bb8;user_131361;yandex_cpc_psycho_jan2023;Эмоциональный интеллект;39574;2023-03-11 07:24:25
sale_2191996678e4;lead_2f9c66bcdd3f;user_131459;yandex_cpc_psycho_jan2023;Детско-родительские отношения;45652;2023-02-16 22:25:23
sale_867ede82800e;lead_c0155d7f9923;user_131482;yandex_cpc_psycho_jan2023;Эмоциональный интеллект;28254;2023-03-03 00:23:34
sale_aa092eb9bf86;lead_364672f0c4dd;user_131494;yandex_cpc_psycho_jan2023;Детско-родительские отношения;36732;2023-02-28 17:31:32
sale_cdd0b3b65390;lead_db236a4eb45f;user_131506;yandex_cpc_psycho_jan2023;Профессиональное выгорание;25333;2023-03-05 20:56:52
sale_6ae01743046b;lead_0aa4e1a3f4cf;user_131521;yandex_cpc_psycho_jan2023;Детско-родительские отношения;42383;2023-02-07 00:11:19
sale_f86bf49ea737;lead_de8803f0caa3;user_131526;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;15241;2023-03-09 10:07:10
sale_453b59d7ed5f;lead_d496a0e71144;user_131624;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;22932;2023-03-04 23:33:05
sale_1403bdc1de6e;lead_ee3c0c74be70;user_131639;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;32009;2023-03-02 12:13:05
sale_64c5d33aaa64;lead_d4637e0857f0;user_131659;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;22283;2023-02-10 03:35:43
sale_55081cf8e8df;lead_d3bfcd98d7be;user_131663;yandex_cpc_psycho_jan2023;Профессиональное выгорание;38510;2023-02-20 08:32:09
sale_0858bda074ba;lead_00d76eeb773c;user_131666;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;28555;2023-02-24 11:50:05
sale_703675f521c0;lead_c9d3425b7906;user_131674;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;17296;2023-02-16 01:57:04
sale_382a26e7fd73;lead_3b6e5e57960f;user_131693;yandex_cpc_psycho_jan2023;Детско-родительские отношения;45970;2023-02-23 17:10:26
sale_eaafa47e53ec;lead_c07596d59792;user_131715;yandex_cpc_psycho_jan2023;Профессиональное выгорание;28082;2023-03-01 06:29:20
sale_f3843880211e;lead_71884f78a708;user_131751;yandex_cpc_psycho_jan2023;Эмоциональный интеллект;35460;2023-02-23 18:57:54
sale_9eb1c8e3455b;lead_5bfcd88509b7;user_131763;yandex_cpc_psycho_jan2023;Детско-родительские отношения;47222;2023-02-23 16:54:05
sale_17f3de37a743;lead_765a5d5493a9;user_131768;yandex_cpc_psycho_jan2023;Профессиональное выгорание;26030;2023-03-05 15:00:16
sale_20482c3ecab3;lead_f87a569da3a4;user_131800;yandex_cpc_psycho_jan2023;Профессиональное выгорание;39790;2023-02-17 08:57:08
sale_b39c78f7ed6d;lead_01502fe689b0;user_131842;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;31428;2023-03-09 09:54:51
sale_6697f7d57941;lead_7033f2bee889;user_131846;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;28289;2023-02-28 09:56:58
sale_b1c6cb811baf;lead_75dd1ef0237e;user_131873;yandex_cpc_psycho_jan2023;Эмоциональный интеллект;34842;2023-02-15 15:41:18
sale_f3e5418cfbd1;lead_07a3053fc8df;user_131883;yandex_cpc_psycho_jan2023;Эмоциональный интеллект;29413;2023-02-27 04:44:15
sale_ce14a3d8de40;lead_6b845c9ea98f;user_131928;yandex_cpc_psycho_jan2023;Детско-родительские отношения;43329;2023-02-19 10:10:21
sale_da87ff3df87c;lead_6c7384577f28;user_131997;yandex_cpc_psycho_jan2023;Эмоциональный интеллект;21576;2023-03-03 22:05:35
sale_f60280a2dd5c;lead_59c2a0cb14d6;user_132056;yandex_cpc_psycho_jan2023;Профессиональное выгорание;39325;2023-02-08 16:56:26
sale_967cdb534557;lead_ba5e25860f1a;user_132088;yandex_cpc_psycho_jan2023;Профессиональное выгорание;20573;2023-02-11 05:44:07
sale_8f6840813875;lead_76ef3a32e513;user_132090;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;19195;2023-02-15 23:37:26
sale_297ecfd38525;lead_497279180643;user_132134;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;33544;2023-02-25 09:08:37
sale_9a4d0476fd44;lead_f1724c9a67f1;user_132136;yandex_cpc_psycho_jan2023;Тревожность: практики самопомощи;19818;2023-03-04 20:27:13
sale_c701b99338d0;lead_9829843b728a;user_132146;yandex_cpc_psycho_jan2023;Профессиональное выгорание;39682;2023-03-03 23:50:37
sale_3bb8424a2915;lead_e68b7735d430;user_132157;yandex_cpc_psycho_jan2023;Детско-родительские отношения;35492;2023-02-15 16:11:36
sale_426d67875594;lead_2193e0ff99fd;user_132161;yandex_cpc_psycho_jan2023;Детско-родительские отношения;43401;2023-02-08 23:46:55
sale_86aeb2a7738e;lead_e460ea4e2c33;user_132166;yandex_cpc_psycho_jan2023;Детско-родительские отношения;31132;2023-02-12 06:39:07
sale_376ffbbfb9e5;lead_8a2e088937b1;user_132206;yandex_cpc_psycho_jan2023;Профессиональное выгорание;28432;2023-02-20 13:28:55
sale_4bba783a07e6;lead_9368290a2953;user_132239;yandex_cpc_psycho_jan2023;Профессиональное выгорание;37904;2023-02-23 02:41:29
sale_f1b2fc518b32;lead_e153dc8cd5d0;user_132241;yandex_cpc_psycho_jan2023;Профессиональное выгорание;25787;2023-03-03 12:00:03
sale_34ad0476c8e9;lead_1a1008008ecb;user_132242;yandex_cpc_psycho_jan2023;Эмоциональный интеллект;20666;2023-02-23 06:00:54
sale_c9e0ccbecee6;lead_a0c0b8c14e73;user_132247;yandex_cpc_psycho_jan2023;Эмоциональный интеллект;34608;2023-02-22 07:43:10
